InstanceID_CONF,InstanceID_CARE,DateTimeStamp,Respondent,CONFxCARE_Key,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3
v2ypy1id3l,0v2i39o502,2024-08-07T10:06:03-04:00,7_CONFxCARE,25,Case3,1_T1,1_SC,2,25,1,1,,,,0,1,1,1,1,1,1,1,1,0,1,1,1
2bfyuggo1e,zczbte79pl,2024-08-07T10:06:50-04:00,7_CONFxCARE,26,Case3,1_T1,1_SC,2,26,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
bot3drnm3i,pnivt4y7d8,2024-08-07T11:34:38-04:00,7_CONFxCARE,27,Case2,1_T1,1_SC,2,1,1,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
4tmt7tp8k9,odey4rb8ki,2024-08-07T11:35:50-04:00,7_CONFxCARE,28,Case2,1_T1,1_SC,2,2,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
mj3xvo3fg6,bhzp6b8rix,2024-08-07T11:37:16-04:00,7_CONFxCARE,29,Case2,1_T1,1_SC,2,3,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
noqxhyk78f,upxk8sxqd3,2024-08-07T11:38:30-04:00,7_CONFxCARE,30,Case2,1_T1,1_SC,2,4,1,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
mgf1oxau16,vsuw7vxozh,2024-08-07T11:39:29-04:00,7_CONFxCARE,31,Case2,1_T1,1_SC,2,5,1,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1
mtoiot0mlo,qzb5wd74ef,2024-08-07T11:40:45-04:00,7_CONFxCARE,32,Case2,1_T1,1_SC,2,6,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
45q4d9w8ey,vrj74kr1el,2024-08-07T12:45:05-04:00,7_CONFxCARE,33,Case1,1_T1,1_SC,2,1,1,1,,,,0,1,1,1,1,1,1,1,1,0,1,1,1
280ri7agrw,9fawc06387,2024-08-07T12:46:12-04:00,7_CONFxCARE,34,Case1,1_T1,1_SC,2,2,1,1,,,,1,1,1,1,1,1,0,0,1,1,1,1,1
mh2e79hmam,ridf1c4523,2024-08-07T12:47:23-04:00,7_CONFxCARE,35,Case1,1_T1,1_SC,2,3,1,1,,,,1,1,1,1,1,1,0,0,1,0,0,0,1
2ihhrtz5xp,o37jreo054,2024-08-07T12:51:03-04:00,7_CONFxCARE,36,Case1,1_T1,1_SC,2,5,1,1,,,,1,1,1,1,1,1,0,0,1,0,0,0,1
qix107791i,cn88ay3usm,2024-08-07T12:52:29-04:00,7_CONFxCARE,37,Case1,1_T1,1_SC,2,6,1,1,,,,1,1,1,1,1,1,0,0,1,1,1,1,1
122bmjl8z9,ep2dy3ktvg,2024-08-07T12:53:42-04:00,7_CONFxCARE,38,Case1,1_T1,1_SC,2,7,1,1,,,,1,1,1,1,1,1,0,1,1,1,1,1,0
s4jsuyllfb,8gqe0yx6i3,2024-08-07T12:55:07-04:00,7_CONFxCARE,39,Case1,1_T1,1_SC,2,8,1,1,,,,1,1,1,1,1,1,0,0,1,0,0,0,0
brtaudln5y,c6ctz66g56,2024-08-07T12:56:43-04:00,7_CONFxCARE,40,Case1,1_T1,1_SC,2,9,1,1,,,,1,1,1,1,1,1,0,0,0,1,0,1,1
hvtgkv9fld,blj1ft9g6a,2024-08-07T12:58:36-04:00,7_CONFxCARE,41,Case1,1_T1,1_SC,2,10,1,1,,,,1,1,1,1,1,1,0,0,1,0,1,1,1
f35hc504yx,gsywb0y6iu,2024-08-07T12:59:48-04:00,7_CONFxCARE,42,Case1,1_T1,1_SC,2,11,1,1,,,,1,1,1,1,1,1,0,0,1,1,1,1,1
7a7lq1imeb,w21rrczo9f,2024-08-07T13:00:54-04:00,7_CONFxCARE,43,Case1,1_T1,1_SC,2,12,1,1,,,,1,1,1,1,1,1,0,1,1,0,0,0,1
4owdxidw7h,wvll5g54y3,2024-08-07T13:02:23-04:00,7_CONFxCARE,44,Case1,1_T1,1_SC,2,13,1,1,,,,1,1,1,1,1,1,0,1,0,0,1,1,1
iawuqhau3a,lf2fqwj8vs,2024-08-07T13:03:31-04:00,7_CONFxCARE,45,Case1,1_T1,1_SC,2,14,1,1,,,,1,1,1,1,1,1,0,0,1,1,1,1,1
tp429hjgiw,7aqf14yysn,2024-08-07T13:04:48-04:00,7_CONFxCARE,46,Case1,1_T1,1_SC,2,15,1,1,,,,1,1,1,1,1,1,0,0,1,1,1,1,1
9b5uesrnaw,9lpvslr0d4,2024-08-07T13:05:52-04:00,7_CONFxCARE,47,Case1,1_T1,1_SC,2,16,1,1,,,,1,1,1,1,1,1,0,0,1,0,1,1,1
zm2zuxrtrb,zo3z42afvc,2024-08-07T13:06:58-04:00,7_CONFxCARE,48,Case1,1_T1,1_SC,2,17,1,1,,,,1,1,1,1,1,1,0,0,1,1,1,1,1
q06bh3bc90,wl39z8c185,2024-08-07T13:08:08-04:00,7_CONFxCARE,49,Case1,1_T1,1_SC,2,18,1,1,,,,1,1,1,1,1,1,0,0,1,0,1,1,1
9vaxpkqdjo,k7eqgjr1qd,2024-08-08T10:07:09-04:00,7_CONFxCARE,50,Case1,2_T2,1_SC,3,1,,,1,1,1,,,,,1,1,0,0,1,1,1,1,1
k7g0uooap7,ppjmtwz8m8,2024-08-08T10:08:13-04:00,7_CONFxCARE,51,Case1,2_T2,1_SC,3,2,,,1,1,1,,,,,1,1,0,0,1,0,1,1,1
o2wdtm4y2g,zghd1m82d9,2024-08-08T10:09:28-04:00,7_CONFxCARE,52,Case1,2_T2,1_SC,3,3,,,1,1,1,,,,,1,1,0,0,1,1,0,1,1
2xq3906fvt,0pdyum6h4a,2024-08-08T10:10:24-04:00,7_CONFxCARE,53,Case1,2_T2,1_SC,3,4,,,1,1,1,,,,,1,1,0,0,1,0,1,1,1
vqh7gfxcey,2dmnosc3or,2024-08-08T10:12:15-04:00,7_CONFxCARE,54,Case1,2_T2,1_SC,3,5,,,1,1,1,,,,,1,1,0,0,1,0,1,1,1
u7tt56x4zn,u0l91fxfeu,2024-08-08T10:13:18-04:00,7_CONFxCARE,55,Case1,2_T2,1_SC,3,6,,,1,1,1,,,,,1,1,0,1,1,1,1,1,1
mwwt50zvma,2wun2e4ikf,2024-08-08T10:14:27-04:00,7_CONFxCARE,56,Case1,2_T2,1_SC,3,7,,,1,1,1,,,,,1,1,0,0,1,0,1,1,1
63c7z22k5i,l5j7rvaheg,2024-08-08T10:15:39-04:00,7_CONFxCARE,57,Case1,2_T2,1_SC,3,8,,,1,1,1,,,,,1,1,0,1,0,1,1,1,1
77scmgllqe,2r8rdssg9b,2024-08-08T10:16:41-04:00,7_CONFxCARE,58,Case1,2_T2,1_SC,3,9,,,1,1,1,,,,,1,1,0,0,1,0,1,1,1
yo3ske4qqn,f15kp3ycdz,2024-08-08T10:17:48-04:00,7_CONFxCARE,59,Case1,2_T2,1_SC,3,10,,,1,1,1,,,,,1,1,0,0,1,1,1,1,1
omyuc8kvj5,t86zqgev6s,2024-08-08T10:18:51-04:00,7_CONFxCARE,60,Case1,2_T2,1_SC,3,11,,,1,1,1,,,,,1,1,0,1,1,0,1,1,1
tqd8io78y1,8x99vdjc9y,2024-08-08T10:19:57-04:00,7_CONFxCARE,61,Case1,2_T2,1_SC,3,12,,,1,1,1,,,,,1,1,0,0,1,1,1,1,1
l9qcvrx9ff,hinc6hwof3,2024-08-08T10:21:39-04:00,7_CONFxCARE,62,Case1,2_T2,1_SC,3,13,,,1,1,1,,,,,1,1,0,0,1,0,1,1,1
dnokw51592,zfhczmbu3u,2024-08-08T10:22:53-04:00,7_CONFxCARE,63,Case1,2_T2,1_SC,3,14,,,1,1,1,,,,,1,1,0,0,1,1,1,1,1
l4bnh1calr,6pgjlig23z,2024-08-08T10:24:44-04:00,7_CONFxCARE,64,Case1,2_T2,1_SC,3,15,,,1,1,1,,,,,1,1,1,1,1,1,0,1,1
gcxlocm6jn,9xggbf71pt,2024-08-08T10:25:57-04:00,7_CONFxCARE,65,Case1,2_T2,1_SC,3,16,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
9jzbe1om92,v55kb026yw,2024-08-08T10:26:51-04:00,7_CONFxCARE,66,Case1,2_T2,1_SC,3,17,,,1,1,1,,,,,1,1,1,0,1,0,1,1,1
6ucigy2n12,9jris48ng4,2024-08-08T10:28:06-04:00,7_CONFxCARE,67,Case1,2_T2,1_SC,3,18,,,1,1,1,,,,,1,1,0,0,1,1,1,1,1
nneqyyrric,b2yqtkzpa7,2024-08-08T10:33:58-04:00,7_CONFxCARE,68,Case1,2_T2,1_SC,3,19,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
jc1k7c9yem,s90dxx6k2z,2024-08-08T10:34:57-04:00,7_CONFxCARE,69,Case1,2_T2,1_SC,3,20,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
c9o0v9ykd7,wxr90ecf8k,2024-08-08T10:35:53-04:00,7_CONFxCARE,70,Case1,2_T2,1_SC,3,21,,,1,1,1,,,,,1,1,1,1,1,1,0,1,1
2qwvmm07ui,syuqgspuqo,2024-08-08T10:36:47-04:00,7_CONFxCARE,71,Case1,2_T2,1_SC,3,22,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
jjm57uwqzt,oxtkhpea58,2024-08-08T10:37:44-04:00,7_CONFxCARE,72,Case1,2_T2,1_SC,3,23,,,1,0,1,,,,,1,1,1,0,1,0,1,1,1
iahde57cm8,qao6a1by8c,2024-08-08T10:38:45-04:00,7_CONFxCARE,73,Case1,2_T2,1_SC,3,24,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
xfafelu310,1a1g5bddgm,2024-08-08T10:40:46-04:00,7_CONFxCARE,74,Case1,2_T2,1_SC,3,25,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
ylwmempocs,df2gkwblbx,2024-08-08T10:42:07-04:00,7_CONFxCARE,75,Case1,2_T2,1_SC,3,26,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
5af6ra23cu,tf8xbov0s1,2024-08-08T10:43:23-04:00,7_CONFxCARE,76,Case1,2_T2,1_SC,3,27,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
hj5bssexha,l5f65rcabc,2024-08-08T10:44:33-04:00,7_CONFxCARE,77,Case1,2_T2,1_SC,3,28,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
tdquvppn2k,5lucgzh833,2024-08-08T10:45:33-04:00,7_CONFxCARE,78,Case1,2_T2,1_SC,3,29,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
o1n9nyvq1v,n1tmf8xdlh,2024-08-08T10:46:15-04:00,7_CONFxCARE,79,Case1,2_T2,1_SC,3,30,,,1,0,1,,,,,1,1,0,0,1,0,1,1,1
1m1qkzerov,erudaj2unx,2024-08-09T09:07:39-04:00,7_CONFxCARE,80,Case2,2_T2,1_SC,3,1,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
pkzpxxj2fl,0qq8ihmana,2024-08-09T09:08:31-04:00,7_CONFxCARE,81,Case2,2_T2,1_SC,3,2,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
iurux4d8kk,9dxbve0802,2024-08-09T09:09:23-04:00,7_CONFxCARE,82,Case2,2_T2,1_SC,3,3,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
vbc6cmb9b3,ry7d39loyt,2024-08-09T09:10:33-04:00,7_CONFxCARE,83,Case2,2_T2,1_SC,3,4,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
xcoeaa4dt1,gy4luaerp0,2024-08-09T09:11:28-04:00,7_CONFxCARE,84,Case2,2_T2,1_SC,3,5,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
uxwhzgm5of,6m6vsa6s4f,2024-08-09T09:12:21-04:00,7_CONFxCARE,85,Case2,2_T2,1_SC,3,6,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
fgqce5q409,goxj844x7b,2024-08-09T09:13:19-04:00,7_CONFxCARE,86,Case2,2_T2,1_SC,3,7,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
fraw8xfwmz,91eb9487kp,2024-08-09T09:14:12-04:00,7_CONFxCARE,87,Case2,2_T2,1_SC,3,8,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
3ah2qrd08p,yl2cz1l96w,2024-08-09T09:15:07-04:00,7_CONFxCARE,88,Case2,2_T2,1_SC,3,9,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
81dosdzuc6,asaiklcoyp,2024-08-09T09:16:40-04:00,7_CONFxCARE,89,Case2,2_T2,1_SC,3,10,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
0mor6ievy3,6jyz2f2iw0,2024-08-09T09:17:34-04:00,7_CONFxCARE,90,Case2,2_T2,1_SC,3,11,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
zabc500npc,yjhemw8xzy,2024-08-09T10:35:18-04:00,7_CONFxCARE,92,Case1,2_T2,1_SC,4,1,,,1,0,1,,,,,1,1,1,1,1,0,1,1,1
416zc67iv5,5kppsokdd1,2024-08-09T10:36:07-04:00,7_CONFxCARE,93,Case1,2_T2,1_SC,4,2,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
hr9aj4gu90,4mceyasf8e,2024-08-09T10:36:54-04:00,7_CONFxCARE,94,Case1,2_T2,1_SC,4,3,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
4ai1otljxf,6k8sjxycjs,2024-08-09T10:38:01-04:00,7_CONFxCARE,95,Case1,2_T2,1_SC,4,4,,,1,1,1,,,,,1,0,1,1,1,1,1,1,1
9s2fbspgnb,tsm3wlfqx9,2024-08-09T10:38:50-04:00,7_CONFxCARE,96,Case1,2_T2,1_SC,4,5,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
mftqsa41sf,ybmr7xnnip,2024-08-13T08:59:41-04:00,7_CONFxCARE,97,Case3,2_T2,1_SC,3,1,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
gju9tbgqm9,ex7zhhy4hk,2024-08-13T09:00:40-04:00,7_CONFxCARE,98,Case3,2_T2,1_SC,3,2,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
31e1dv8c0m,pkrx6si17k,2024-08-13T09:01:24-04:00,7_CONFxCARE,99,Case3,2_T2,1_SC,3,3,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
b6s7qzxy89,9wu7i8iclo,2024-08-13T09:02:19-04:00,7_CONFxCARE,100,Case3,2_T2,1_SC,3,4,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
1o43knm15a,y87yhj0qb8,2024-08-13T09:03:04-04:00,7_CONFxCARE,101,Case3,2_T2,1_SC,3,5,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1
33u71gj78q,8pixojvecd,2024-08-13T09:03:49-04:00,7_CONFxCARE,102,Case3,2_T2,1_SC,3,6,,,1,1,1,,,,,1,1,1,1,1,0,1,1,1
hwwu0nyltn,s3sqtwfzej,2024-08-13T09:47:04-04:00,7_CONFxCARE,103,Case2,3_T3,1_SC,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
9tqvddipvs,vmfqt8wmtu,2024-08-13T09:48:27-04:00,7_CONFxCARE,104,Case2,3_T3,1_SC,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
78t6tg7gtu,sdjs9nutpu,2024-08-13T09:49:55-04:00,7_CONFxCARE,105,Case2,3_T3,1_SC,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6g3o8upj3g,s994g7q0au,2024-08-13T09:50:57-04:00,7_CONFxCARE,106,Case2,3_T3,1_SC,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
x9cdau2e3l,acoda2l9sc,2024-08-13T09:51:54-04:00,7_CONFxCARE,107,Case2,3_T3,1_SC,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lfqkx1p8ft,dryhawmu93,2024-08-13T09:52:46-04:00,7_CONFxCARE,108,Case2,3_T3,1_SC,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
u21qlmt7u5,190h0sg5zi,2024-08-13T09:54:05-04:00,7_CONFxCARE,109,Case2,3_T3,1_SC,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d5unjrtt0i,krfupqhwjb,2024-08-13T09:55:01-04:00,7_CONFxCARE,110,Case2,3_T3,1_SC,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
xd3xahzf81,t8pxhyu9up,2024-08-14T09:01:09-04:00,7_CONFxCARE,111,Case3,3_T3,1_SC,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
rixk768iqu,ybi4hhvybk,2024-08-14T09:02:03-04:00,7_CONFxCARE,112,Case3,3_T3,1_SC,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
k0ay8aucra,66ecwnierd,2024-08-14T09:03:03-04:00,7_CONFxCARE,113,Case3,3_T3,1_SC,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r8ruyihge5,ixqbg88c9g,2024-08-14T09:03:52-04:00,7_CONFxCARE,114,Case3,3_T3,1_SC,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
m2oc7z1zit,vx85tlxdqt,2024-08-14T09:05:13-04:00,7_CONFxCARE,115,Case3,3_T3,1_SC,4,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
73v7awwxz6,9di50wq15n,2024-08-14T09:06:07-04:00,7_CONFxCARE,116,Case3,3_T3,1_SC,4,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
o4tal0rc4n,wntpo8qsgw,2024-08-14T09:06:58-04:00,7_CONFxCARE,117,Case3,3_T3,1_SC,4,7,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
jve0bc8gh8,vm4ie0s1ad,2024-08-14T09:07:51-04:00,7_CONFxCARE,118,Case3,3_T3,1_SC,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esxf9xbcco,5zwvb1r8ht,2024-08-14T09:08:37-04:00,7_CONFxCARE,119,Case3,3_T3,1_SC,4,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
zsydrua0kw,ibwmzvdmu9,2024-08-14T09:09:18-04:00,7_CONFxCARE,120,Case3,3_T3,1_SC,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g3ustmig5t,guyh9dm7u2,2024-08-14T09:10:05-04:00,7_CONFxCARE,121,Case3,3_T3,1_SC,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7anv3ijurn,na3xhyfjq0,2024-08-14T09:10:52-04:00,7_CONFxCARE,122,Case3,3_T3,1_SC,4,12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
sv2pe6n20d,layupsyiw7,2024-08-15T09:18:58-04:00,7_CONFxCARE,123,Case1,3_T3,1_SC,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i84nj8dpwb,knmqioic3b,2024-08-15T09:19:56-04:00,7_CONFxCARE,124,Case1,3_T3,1_SC,5,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
vlptq344o1,c7trp6h1on,2024-08-15T09:20:53-04:00,7_CONFxCARE,125,Case1,3_T3,1_SC,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eelkwu9bs6,u4353xrlsu,2024-08-15T09:21:43-04:00,7_CONFxCARE,126,Case1,3_T3,1_SC,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
j9owpe9u4u,1bx298n6re,2024-08-15T09:22:34-04:00,7_CONFxCARE,127,Case1,3_T3,1_SC,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1phcqur8wf,2g9vpmc1s4,2024-08-15T09:23:25-04:00,7_CONFxCARE,128,Case1,3_T3,1_SC,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
