InstanceID,EventNote,DateTimeStamp:,ResponseIDx,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,TrialDirection,CareDirStart,CareDirEnd,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfResponse,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfChildResponse,ConfederateInteraction,ConfTrialNote,ConfSessionNote,IOAVideoName,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAChildResponse,IOAConfederateInteraction,IOATrialNote,IOASessionNote,IOAxCARE_Key,CONFxCARE_Key,IOAxCONF_Key,CONFxCARExIOA_Key
0v2i39o502,3.0_Care_T1_SC_TrialComplete,2024-08-07T10:06:03-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2.0,25.0,12.5,,2024-08-07T10:05:18-04:00,2024-08-07T10:05:41-04:00,1.0,1.0,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10b4r2s3x7,3.0_Conf_TX_SC_TrialComplete,2024-08-16T10:03:21-04:00,R_1c6MdC8hJIQmuyD,1_CONF,Case1,5_RTB,1_SC,6.0,10.0,5.0,,,,,,,,,,,,,1_NoComply,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
122bmjl8z9,3.0_Conf_TX_SC_TrialComplete,2024-08-07T12:54:01-04:00,R_60MjqExxQsnR0oA,1_CONF,Case1,1_T1,1_SC,2.0,7.0,3.5,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
12thoa8wqy,3.0_Conf_TX_SC_TrialComplete,2024-08-13T10:00:18-04:00,R_6bZ8r7E5YUdgl1w,1_CONF,Case2,3_T3,0_AC,4.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2_PC,0.0,,,,,,,,,,,,,,,,,,,,
181kx8i56d,3.0_Conf_TX_SC_TrialComplete,2024-08-12T09:00:17-04:00,R_1fdnJsr1E92ZRMY,1_CONF,Case4,0_BL,1_SC,1.0,8.0,4.0,,,,,,,,,,,,,0_Comply,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
190h0sg5zi,3.0_Care_T3_SC_TrialComplete,2024-08-13T09:54:05-04:00,R_7udB4wn59HEKms1,0_CARE,Case2,3_T3,1_SC,4.0,7.0,3.0,,2024-08-13T09:53:10-04:00,2024-08-13T09:53:45-04:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a1g5bddgm,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:40:46-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3.0,25.0,12.5,,2024-08-08T10:40:04-04:00,2024-08-08T10:40:39-04:00,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bx298n6re,3.0_Care_T3_SC_TrialComplete,2024-08-15T09:22:34-04:00,R_1WvZtuDGg3qJOV3,0_CARE,Case1,3_T3,1_SC,5.0,5.0,2.5,,2024-08-15T09:21:50-04:00,2024-08-15T09:22:15-04:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dd4utxqq0,3.0_Conf_TX_SC_TrialComplete,2024-08-14T09:15:50-04:00,R_6maWLUgEEeHP9t8,1_CONF,Case3,3_T3,0_AC,4.0,1.0,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
1fv3xh81bn,3.0_Conf_TX_SC_TrialComplete,2024-08-14T09:17:05-04:00,R_6maWLUgEEeHP9t8,1_CONF,Case3,3_T3,0_AC,4.0,3.0,1.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
1gecmmipjy,3.0_Conf_TX_SC_TrialComplete,2024-08-14T09:59:35-04:00,R_6zHIK3jpkfHvPIO,1_CONF,Case2,5_RTB,0_AC,5.0,3.0,1.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
1kkbirdi19,3.0_Conf_TX_SC_TrialComplete,2024-08-16T10:17:12-04:00,R_1emXZo691OeFYuK,1_CONF,Case3,5_RTB,1_SC,5.0,8.0,4.0,,,,,,,,,,,,,1_NoComply,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
1lv6uae4sw,3.0_Conf_TX_SC_TrialComplete,2024-08-06T13:00:31-04:00,R_3tmvamyOaeoQzOp,1_CONF,Case2,0_BL,0_AC,1.0,4.0,0.5,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
1m1qkzerov,3.0_Conf_TX_SC_TrialComplete,2024-08-09T09:07:39-04:00,R_6eXilE6OiRSEUCI,1_CONF,Case2,2_T2,1_SC,3.0,1.0,0.5,,,,,,,,,,,,,1_NoComply,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
1o43knm15a,3.0_Conf_TX_SC_TrialComplete,2024-08-13T09:03:05-04:00,R_7OGGnS9fS0JsZ2N,1_CONF,Case3,2_T2,1_SC,3.0,5.0,2.5,,,,,,,,,,,,,0_Comply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
1phcqur8wf,3.0_Conf_TX_SC_TrialComplete,2024-08-15T09:23:21-04:00,R_32Q0HaHaawwoVjr,1_CONF,Case1,3_T3,1_SC,5.0,6.0,3.0,,,,,,,,,,,,,0_Comply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
1ruj52dgun,3.0_Conf_TX_SC_TrialComplete,2024-08-14T09:57:47-04:00,R_6zHIK3jpkfHvPIO,1_CONF,Case2,5_RTB,0_AC,5.0,1.0,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,2_PC,0.0,,,,,,,,,,,,,,,,,,,,
1t1iowgtpt,3.0_IOA_TrialComplete,2024-09-18T17:43:50-04:00,IOA-TrackingSession3,2_IOA,Case3,3_T3,1_SC,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_4_T3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
1ungd5259q,3.0_IOA_TrialComplete,2024-09-17T18:47:39-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1_PO,0.0,,,,,,
20biysgoz7,3.0_Conf_TX_SC_TrialComplete,2024-08-19T11:02:31-04:00,R_1BXcEEi0gQe3Lvl,1_CONF,Case1,5_RTB,0_AC,7.0,1.0,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
265y3yc7ii,3.0_Conf_TX_SC_TrialComplete,2024-08-07T09:49:52-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2.0,12.0,6.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
280ri7agrw,3.0_Conf_TX_SC_TrialComplete,2024-08-07T12:46:10-04:00,R_60MjqExxQsnR0oA,1_CONF,Case1,1_T1,1_SC,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
28pb47eho7,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:45:14-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2.0,8.0,4.0,,2024-08-07T09:44:14-04:00,2024-08-07T09:44:41-04:00,1.0,1.0,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ahwij0p7v,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:45:11-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1.0,21.0,2.5,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
2bfyuggo1e,3.0_Conf_TX_SC_TrialComplete,2024-08-07T10:06:50-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2.0,26.0,13.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
2d7xai8172,3.0_IOA_TrialComplete,2024-09-17T18:24:56-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,1_SC,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0_CO,0.0,,,,,,
2dmnosc3or,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:12:15-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3.0,5.0,2.5,,2024-08-08T10:11:38-04:00,2024-08-08T10:12:06-04:00,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ef79ggn0j,3.0_IOA_TrialComplete,2024-10-15T12:26:34-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0_CO,0.0,,,,,,
2g9vpmc1s4,3.0_Care_T3_SC_TrialComplete,2024-08-15T09:23:25-04:00,R_1WvZtuDGg3qJOV3,0_CARE,Case1,3_T3,1_SC,5.0,6.0,3.0,,2024-08-15T09:22:42-04:00,2024-08-15T09:23:11-04:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ihhrtz5xp,3.0_Conf_TX_SC_TrialComplete,2024-08-07T12:51:20-04:00,R_60MjqExxQsnR0oA,1_CONF,Case1,1_T1,1_SC,2.0,5.0,2.5,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1_PO,1.0,Had to restart caregiver guide **Addressed 2024.09.16**,,,,,,,,,,,,,,,,,,,
2lwr33pouv,3.0_IOA_TrialComplete,2024-09-17T18:13:31-04:00,IOA-TrackingSession2,2_IOA,Case3,0_BL,0_AC,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_BL,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,0_CO,0.0,"Child struggled with completing the task, and got distracted a few times 1:00",,,,,
2qbu30g72z,3.0_IOA_TrialComplete,2024-10-15T12:36:40-04:00,IOA-TrackingSession4,2_IOA,Case4,5_RTB,0_AC,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case4_2_RTB_AC.MOV ,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0_CO,0.0,,,,,,
2qwvmm07ui,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:36:47-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3.0,22.0,11.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
2r8rdssg9b,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:16:41-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3.0,9.0,4.5,,2024-08-08T10:16:01-04:00,2024-08-08T10:16:33-04:00,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2rgnz7tcni,3.0_IOA_TrialComplete,2024-09-18T17:50:53-04:00,IOA-TrackingSession3,2_IOA,Case3,3_T3,1_SC,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_4_T3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,
2wun2e4ikf,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:14:27-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3.0,7.0,3.5,,2024-08-08T10:13:53-04:00,2024-08-08T10:14:21-04:00,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2xq3906fvt,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:10:45-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3.0,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
305smus3na,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:41:21-04:00,R_3bOZSYhuPj3KrJw,1_CONF,Case3,0_BL,1_SC,1.0,18.0,1.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
31e1dv8c0m,3.0_Conf_TX_SC_TrialComplete,2024-08-13T09:01:32-04:00,R_7OGGnS9fS0JsZ2N,1_CONF,Case3,2_T2,1_SC,3.0,3.0,1.5,,,,,,,,,,,,,1_NoComply,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
33u71gj78q,3.0_Conf_TX_SC_TrialComplete,2024-08-13T09:03:54-04:00,R_7OGGnS9fS0JsZ2N,1_CONF,Case3,2_T2,1_SC,3.0,6.0,3.0,,,,,,,,,,,,,1_NoComply,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
373cjw34g9,3.0_IOA_TrialComplete,2024-09-18T17:41:24-04:00,IOA-TrackingSession3,2_IOA,Case1,5_RTB,0_AC,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_7_RTB_AC,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2_PC,0.0,Noticed that the child did eventually comply,,,,,
37po94yfh9,3.0_IOA_TrialComplete,2024-10-15T12:22:43-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1_PO,1.0,Looked like some technical difficulties that had to be navigated (1:00),,,,,
383ug03yv7,3.0_IOA_TrialComplete,2024-10-15T12:16:29-04:00,IOA-TrackingSession4,2_IOA,Case1,5_RTB,1_SC,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_6_RTB_AC.MOV ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,
3ah2qrd08p,3.0_Conf_TX_SC_TrialComplete,2024-08-09T09:15:07-04:00,R_6eXilE6OiRSEUCI,1_CONF,Case2,2_T2,1_SC,3.0,9.0,4.5,,,,,,,,,,,,,1_NoComply,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1_PO,0.0,,,,,,,,,,,,,,,,,,,,
3bjywc7ujz,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:25:17-04:00,R_570X9J1UdvvNuWK,1_CONF,Case2,0_BL,1_SC,1.0,6.0,3.0,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
3bw0gzxxfb,3.0_Conf_TX_SC_TrialComplete,2024-08-09T10:39:44-04:00,R_1tD6uMNpqoFo69y,1_CONF,Case1,2_T2,1_SC,4.0,6.0,3.0,,,,,,,,,,,,,0_Comply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0_CO,0.0,,,,,,,,,,,,,,,,,,,,
3ft6sudajf,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:42:24-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2.0,6.0,3.0,,2024-08-07T09:41:27-04:00,2024-08-07T09:42:00-04:00,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
