InstanceID,EventNote,DateTimeStamp:,ResponseIDx,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,TrialDirection,CareDirStart,CareDirEnd,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfResponse,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfChildResponse,ConfederateInteraction,ConfTrialNote,ConfSessionNote,IOAVideoName,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAChildResponse,IOAConfederateInteraction,IOATrialNote,IOASessionNote,IOAxCARE_Key,CONFxCARE_Key,IOAxCONF_Key,CONFxCARExIOA_Key
g1p4exdh69,3.0_Conf_TX_SC_TrialComplete,2024-08-07T10:00:33-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,20,10,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0_CO,1,I complied **Addressed 2024.09.16**,,,,,,,,,,,,,,,,,,,7
hrdysp4y71,3.0_IOA_TrialComplete,2024-10-15T12:32:36-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,1,1,1,1,0,1,1,0_CO,0,,,,,,7
6i9ei5keqi,3.0_Care_T1_SC_TrialComplete,2024-08-07T10:00:23-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,20,10,,2024-08-07T09:59:43-04:00,2024-08-07T10:00:09-04:00,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
lihoshct35,3.0_Conf_TX_SC_TrialComplete,2024-08-07T10:04:05-04:00,R_5l4bpwuQ5SGDNAJ,1_CONF,Case3,1_T1,1_SC,2,23,11.5,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,8
lqhfah8avf,3.0_IOA_TrialComplete,2024-10-15T12:34:41-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,0,0,1,1,1,1,1,0_CO,0,,,,,,8
jbq12keg6e,3.0_Care_T1_SC_TrialComplete,2024-08-07T10:04:08-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,23,11.5,,2024-08-07T10:03:20-04:00,2024-08-07T10:03:52-04:00,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
9vaxpkqdjo,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:07:20-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,1,0.5,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,9
lg3jm7u9y2,3.0_IOA_TrialComplete,2024-09-18T17:01:34-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,1,0,1,1,0_CO,0,,,,,,9
k7eqgjr1qd,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:07:09-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,1,0.5,,2024-08-08T10:06:20-04:00,2024-08-08T10:06:59-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
k7g0uooap7,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:08:21-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,2,1,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,,,,,10
6k6s3bu510,3.0_IOA_TrialComplete,2024-09-18T17:02:45-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,0,0,1,0,0,0,1,1_PO,0,,,,,,10
ppjmtwz8m8,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:08:13-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,2,1,,2024-08-08T10:07:30-04:00,2024-08-08T10:08:04-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
o2wdtm4y2g,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:09:34-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,3,1.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,11
scpiain4xl,3.0_IOA_TrialComplete,2024-09-18T17:03:55-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,0,0,1,1,0,1,1,0_CO,0,,,,,,11
zghd1m82d9,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:09:28-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,3,1.5,,2024-08-08T10:08:29-04:00,2024-08-08T10:09:20-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
2xq3906fvt,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:10:45-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,4,2,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,,,,,12
si6c6fsnir,3.0_IOA_TrialComplete,2024-09-18T17:05:33-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,0,0,1,0,0,1,1,2_PC,0,,,,,,12
0pdyum6h4a,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:10:24-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,4,2,,2024-08-08T10:09:46-04:00,2024-08-08T10:10:14-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
vqh7gfxcey,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:12:23-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,5,2.5,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,1,,,,,,,,,,,,,,,,,,,,13
5y0bn6u2ew,3.0_IOA_TrialComplete,2024-09-18T17:07:36-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,0,1,1,1,1_PO,0,,,,,,13
2dmnosc3or,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:12:15-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,5,2.5,,2024-08-08T10:11:38-04:00,2024-08-08T10:12:06-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
u7tt56x4zn,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:13:41-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,6,3,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,14
ugqlglg8o0,3.0_IOA_TrialComplete,2024-09-18T17:08:41-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,1,1,1,1,0_CO,0,,,,,,14
u0l91fxfeu,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:13:18-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,6,3,,2024-08-08T10:12:40-04:00,2024-08-08T10:13:09-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
mwwt50zvma,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:14:44-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,7,3.5,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,,,,,15
lgcbdih7g4,3.0_IOA_TrialComplete,2024-09-18T17:09:50-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,0,1,1,1,2_PC,0,,,,,,15
2wun2e4ikf,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:14:27-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,7,3.5,,2024-08-08T10:13:53-04:00,2024-08-08T10:14:21-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
63c7z22k5i,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:15:45-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,8,4,,,,,,,,,,,,,,1,1,0,1,0,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,16
3lbou8hk69,3.0_IOA_TrialComplete,2024-09-18T17:10:41-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,0,0,1,1,1,1,1,0_CO,0,,,,,,16
l5j7rvaheg,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:15:39-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,8,4,,2024-08-08T10:14:59-04:00,2024-08-08T10:15:32-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
77scmgllqe,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:16:57-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,9,4.5,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,,,,,17
mh1er4o7er,3.0_IOA_TrialComplete,2024-09-18T17:11:28-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,0,1,1,1,1_PO,0,,,,,,17
2r8rdssg9b,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:16:41-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,9,4.5,,2024-08-08T10:16:01-04:00,2024-08-08T10:16:33-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
yo3ske4qqn,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:18:01-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,10,5,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,18
4r8z24dj0i,3.0_IOA_TrialComplete,2024-09-18T17:12:20-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,0,0,1,1,0,1,1,0_CO,0,,,,,,18
f15kp3ycdz,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:17:48-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,10,5,,2024-08-08T10:17:08-04:00,2024-08-08T10:17:42-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
omyuc8kvj5,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:19:06-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,11,5.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,,,,,19
56g60rpg16,3.0_IOA_TrialComplete,2024-09-18T17:13:34-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,0,1,1,1,1_PO,0,,,,,,19
t86zqgev6s,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:18:51-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,11,5.5,,2024-08-08T10:18:17-04:00,2024-08-08T10:18:45-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
tqd8io78y1,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:20:30-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,12,6,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,20
d6l45fq2ri,3.0_IOA_TrialComplete,2024-09-18T17:14:45-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,1,1,1,1,0_CO,0,,,,,,20
8x99vdjc9y,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:19:57-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,12,6,,2024-08-08T10:19:16-04:00,2024-08-08T10:19:48-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
l9qcvrx9ff,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:21:57-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,13,6.5,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1_PO,0,,,,,,,,,,,,,,,,,,,,21
fr4p17schn,3.0_IOA_TrialComplete,2024-09-18T17:16:34-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,0,1,1,1,1_PO,0,,,,,,21
hinc6hwof3,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:21:39-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,13,6.5,,2024-08-08T10:21:07-04:00,2024-08-08T10:21:33-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
dnokw51592,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:23:27-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,14,7,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,22
qlx6imdq79,3.0_IOA_TrialComplete,2024-09-18T17:18:04-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,1,1,1,1,0_CO,0,,,,,,22
zfhczmbu3u,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:22:53-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,14,7,,2024-08-08T10:22:08-04:00,2024-08-08T10:22:45-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
l4bnh1calr,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:25:04-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,15,7.5,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0_CO,1,Asked about written feedback,,,,,,,,,,,,,,,,,,,23
bzgpdechqj,3.0_IOA_TrialComplete,2024-09-18T17:18:58-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,0,0,1,1,0,1,1,0_CO,0,,,,,,23
6pgjlig23z,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:24:44-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,15,7.5,,2024-08-08T10:23:57-04:00,2024-08-08T10:24:28-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
gcxlocm6jn,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:25:56-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,16,8,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1_PO,1,,,,,,,,,,,,,,,,,,,,24
vgkp8zjqzm,3.0_IOA_TrialComplete,2024-09-18T17:19:41-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,1,1,0,1,1,1,1_PO,0,,,,,,24
9xggbf71pt,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:25:57-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,16,8,,2024-08-08T10:25:18-04:00,2024-08-08T10:25:43-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
9jzbe1om92,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:27:09-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,17,8.5,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1,1_PO,1,,,,,,,,,,,,,,,,,,,,25
d8x2z310fx,3.0_IOA_TrialComplete,2024-09-18T17:20:18-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,0,1,1,1,1_PO,0,,,,,,25
v55kb026yw,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:26:51-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,17,8.5,,2024-08-08T10:26:08-04:00,2024-08-08T10:26:38-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
6ucigy2n12,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:28:23-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,18,9,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,0_CO,0,,,,,,,,,,,,,,,,,,,,26
734eninxvv,3.0_IOA_TrialComplete,2024-09-18T17:21:23-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,0,1,1,0,0,1,0_CO,0,Caregiver took ~4 sec for feedback,,,,,26
9jris48ng4,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:28:06-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,18,9,,2024-08-08T10:27:22-04:00,2024-08-08T10:27:58-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
nneqyyrric,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:34:09-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,19,9.5,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0_CO,1,Had just given verbal feedback,,,,,,,,,,,,,,,,,,,27
maxcjqdrw9,3.0_IOA_TrialComplete,2024-09-18T17:23:24-04:00,IOA-TrackingSession3,2_IOA,Case1,2_T2,1_SC,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case1_3_T2,1,1,1,1,1,1,1,1,1,0_CO,1,Confederate provided some coaching/feedback to caregiver 23:00,,,,,27
b2yqtkzpa7,3.0_Care_T2_SC_TrialComplete,2024-08-08T10:33:58-04:00,R_61nTEDshSDdT7Gh,0_CARE,Case1,2_T2,1_SC,3,19,9.5,,2024-08-08T10:33:15-04:00,2024-08-08T10:33:50-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
jc1k7c9yem,3.0_Conf_TX_SC_TrialComplete,2024-08-08T10:35:01-04:00,R_3zosE1lXtNUzJta,1_CONF,Case1,2_T2,1_SC,3,20,10,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1_PO,1,,,,,,,,,,,,,,,,,,,,28
