InstanceID,EventNote,DateTimeStamp,ResponseIDx,CaregiverID,Respondent,StudyPhase,SessionType,SessionCount,TotalSessionTrials,SessionBlockCount,TrialDirection,CareDirStart,CareDirEnd,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfResponse,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfChildResponse,ConfederateInteraction,ConfTrialNote,ConfSessionNote,IOAVideoName,IOADirStart,IOADirEnd,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAResponse,IOAChildResponse,IOAConfederateInteraction,IOATrialNote,IOASessionNote
eytk1g3u72,4.0_End_of_Session,2024-08-06T10:28:00-04:00,R_1e38uGtrtc2vxYL,Case1,0_CARE,0_BL,1_SC,1,6,3,BL1_Have your focus child sit at the table,2024-08-06T10:23:45-04:00,2024-08-06T10:24:28-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxxmlvenqf,4.0_End_of_Session,2024-08-06T10:28:15-04:00,R_5h6miWI0O8vFXTR,Case1,1_CONF,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,Need to check trial count,,,,,,,,,,,,,,,,,
8655p356h7,0_SurveyStart,2024-08-06T10:29:24-04:00,R_3xW2FZ47CaCobWI,Case1,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th6g88bhl4,0_SurveyStart,2024-08-06T10:30:18-04:00,R_5KUFiz9PbzJKQud,Case1,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naox3gz4wj,0_SurveyStart,2024-08-06T10:30:59-04:00,R_318vbWC8ZUOlURz,Case1,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yd6f1txm6f,0_SurveyStart,2024-08-06T12:03:58-04:00,R_1PYp5MApnpRsHWx,Case2,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku0iyy7s5s,0_SurveyStart,2024-08-06T12:09:30-04:00,R_33g9k5BC3tv4nfV,Case2,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
budjp46u8w,0_SurveyStart,2024-08-06T12:37:21-04:00,R_7Nhqb8gYrZ2gtXt,Case2,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0u1w5fyavu,0_SurveyStart,2024-08-06T12:38:21-04:00,R_6oYpC4t8X0kXy1g,Case2,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5akxn8vi54,0_SurveyStart,2024-08-06T12:50:57-04:00,R_61n5rQgZTsWih6a,Case2,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1biyip3hdm,0_SurveyStart,2024-08-06T12:51:41-04:00,R_5WNFE1ieDVhKusr,Case2,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z8rnro1xgx,0_SurveyStart,2024-08-06T10:37:24-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n5dsdudgcu,1.0_BL_EDC-Start,2024-08-06T10:37:28-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wfy0qj0wbr,1.1_BL_EDC-End,2024-08-06T10:37:51-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canozpa4i7,0_SurveyStart,2024-08-06T10:38:02-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h4dfjd1gy2,3.0_Care_BL_SC_TrialComplete,2024-08-06T10:39:10-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,1,0.5,BL1_Have your focus child sit at the table,2024-08-06T10:38:44-04:00,2024-08-06T10:39:08-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zqpztu3q7m,3.0_Conf_TX_SC_TrialComplete,2024-08-06T10:39:34-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,1,0.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,1,,0,,,,,,,,,,,,,,,,,,,
k1ck0rkbri,3.0_Care_BL_SC_TrialComplete,2024-08-06T10:40:58-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,2,1,BL2_Have your focus child put the puzzle away,2024-08-06T10:40:07-04:00,2024-08-06T10:40:57-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nufa2j4q87,3.0_Conf_TX_SC_TrialComplete,2024-08-06T10:41:41-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,,0,Had to check phone for no comply ,,,,,,,,,,,,,,,,,,
tmpcaz0suq,3.0_Care_BL_SC_TrialComplete,2024-08-06T10:42:52-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,3,1.5,BL0_Have your focus child throw the trash away,2024-08-06T10:42:13-04:00,2024-08-06T10:42:51-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wh09w5y1rs,3.0_Conf_TX_SC_TrialComplete,2024-08-06T10:43:28-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,3,1.5,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,,0,Checked phone again,,,,,,,,,,,,,,,,,,
z36y8ubqkm,3.0_Care_BL_SC_TrialComplete,2024-08-06T10:44:24-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,4,2,BL0_Have your focus child throw the trash away,2024-08-06T10:43:49-04:00,2024-08-06T10:44:23-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wn1ygertr5,3.0_Conf_TX_SC_TrialComplete,2024-08-06T10:44:50-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,1,,0,,,,,,,,,,,,,,,,,,,
b238vyjizw,3.0_Care_BL_SC_TrialComplete,2024-08-06T10:45:58-04:00,R_6bqI4RyQGIpOFAR,Case1,0_CARE,0_BL,1_SC,1,5,2.5,BL1_Have your focus child sit at the table,2024-08-06T10:45:16-04:00,2024-08-06T10:45:57-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ney3hgrhzn,3.0_Conf_TX_SC_TrialComplete,2024-08-06T10:46:34-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,5,2.5,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,1,,0,Not sure what the direction was,,,,,,,,,,,,,,,,,,
grpy4vkmdw,3.0_Conf_TX_SC_TrialComplete,2024-08-06T10:48:31-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,,1,Joke about behavior,,,,,,,,,,,,,,,,,,
zvs2oq4ukx,4.0_End_of_Session,2024-08-06T10:48:51-04:00,R_6y2uz3oEwG9TFEG,Case1,1_CONF,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5af6msn5rl,0_SurveyStart,2024-08-06T12:51:54-04:00,R_71sPE0Gq1mnZ9cb,Case2,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qcoug9djkn,0_SurveyStart,2024-08-06T12:57:33-04:00,R_5D7hKuhOiMGEcmd,Case2,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7aqvhhkg0t,0_SurveyStart,2024-08-06T12:58:00-04:00,R_3tmvamyOaeoQzOp,Case2,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kgowlpgibs,0_SurveyStart,2024-08-06T14:03:28-04:00,R_3sg5bxe1TFDhZiV,Case3,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jpdrv3dkze,0_SurveyStart,2024-08-06T14:04:09-04:00,R_79UBT19Y29vE9CF,Case3,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhb7f3ia0u,0_SurveyStart,2024-08-06T14:33:22-04:00,R_6EbODBDKNqJYgI5,Case3,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r99cy7pz4w,0_SurveyStart,2024-08-06T14:34:05-04:00,R_6CWq7K3UxJC0mVy,Case3,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubyrt3efu6,0_SurveyStart,2024-08-06T14:48:15-04:00,R_7YWAWGrlC7TJSst,Case3,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1w9doy3mz,0_SurveyStart,2024-08-06T14:49:05-04:00,R_6dVSMGeoNj6lPND,Case3,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcfke9ocrv,0_SurveyStart,2024-08-06T14:56:25-04:00,R_6mPl0o8THIOBdrR,Case3,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q9q4pce7mb,0_SurveyStart,2024-08-06T14:56:42-04:00,R_3JUUsPLYEsKEOgJ,Case3,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4hrht3h7x7,0_SurveyStart,2024-08-07T11:42:53-04:00,R_7mly0qFXRfZGhH0,Case2,0_CARE,1_T1,0_AC,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3eje0w48k9,0_SurveyStart,2024-08-07T11:44:02-04:00,R_7n1uiPR3vnVDPba,Case2,1_CONF,1_T1,0_AC,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp5yv98s8b,0_SurveyStart,2024-08-06T12:13:11-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z084v7yl33,0_SurveyStart,2024-08-06T12:13:25-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziqkp5zw2i,1.0_BL_EDC-Start,2024-08-06T12:13:39-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1toc0c3pgt,1.1_BL_EDC-End,2024-08-06T12:14:52-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8agi8o7n12,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:16:22-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,1,0.5,BL2_Have your focus child put the crayons in the box,2024-08-06T12:15:17-04:00,2024-08-06T12:16:20-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c3dazi3qu,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:16:47-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,1,0.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
9ws36s0g23,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:17:55-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,2,1,BL1_Have your focus child put bedding in cubby,2024-08-06T12:17:08-04:00,2024-08-06T12:17:54-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bzpgcj844i,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:18:58-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,,1,Mentioned random assignment ,,,,,,,,,,,,,,,,,,
kfknazntsj,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:20:09-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,3,1.5,BL0_Have your focus child put the puzzle away,2024-08-06T12:19:22-04:00,2024-08-06T12:20:08-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323y3y8fp,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:20:36-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,3,1.5,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
005c8n79qy,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:21:45-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,4,2,BL1_Have your focus child put bedding in cubby,2024-08-06T12:21:01-04:00,2024-08-06T12:21:44-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zom6it7q6a,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:22:07-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
hxm68luxug,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:23:11-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,5,2.5,BL0_Have your focus child put the puzzle away,2024-08-06T12:22:27-04:00,2024-08-06T12:23:10-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zp2oqbs26n,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:23:44-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,5,2.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,,1,Cited my own phone use,,,,,,,,,,,,,,,,,,
x9gmjrov77,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:24:54-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,6,3,BL2_Have your focus child put the crayons in the box,2024-08-06T12:24:05-04:00,2024-08-06T12:24:53-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bjywc7ujz,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:25:17-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
60e0qn2uhi,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:26:28-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,7,3.5,BL0_Have your focus child put the puzzle away,2024-08-06T12:25:36-04:00,2024-08-06T12:26:27-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xmwo3ksvlr,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:26:54-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,7,3.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,
gftdbinweu,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:28:04-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,8,4,BL1_Have your focus child put bedding in cubby,2024-08-06T12:27:18-04:00,2024-08-06T12:28:03-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n6ug7xzlvn,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:28:26-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,8,4,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
elh79scg6t,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:29:25-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,9,4.5,BL2_Have your focus child put the crayons in the box,2024-08-06T12:28:51-04:00,2024-08-06T12:29:23-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdpw089q9q,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:29:43-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,9,4.5,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
923gx2er6v,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:31:01-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,10,5,BL1_Have your focus child put bedding in cubby,2024-08-06T12:30:16-04:00,2024-08-06T12:31:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pzsi25ii78,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:31:29-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,10,5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,,1,Forgot blanket,,,,,,,,,,,,,,,,,,
tq7cqq2j9k,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:32:40-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,11,5.5,BL0_Have your focus child put the puzzle away,2024-08-06T12:31:59-04:00,2024-08-06T12:32:38-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jauk391j4r,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:33:30-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,11,5.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,,0,"Was a no comply, wasn't sure of task, she took it as a compliant",,,,,,,,,,,,,,,,,,
