InstanceID,DateTimeStamp,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfConfederateInteraction,ConfTrialNote,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAConfederateInteraction,IOATrialNote,IOAxCARE_Key,CONFxCARE_Key,IOAxCONF_Key,CONFxCARExIOA_Key,Monitoring1,Monitoring2,Monitoring3,Monitoring4,Monitoring5,Monitoring6a_1,Monitoring6a_2,Monitoring6a_3
zqh67kai1y,2024-08-06 14:13:50-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,1.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,<NA>,<NA>,24,<NA>,B,A,D,D,B,D,D,D
7o69hq0dlj,2024-08-06 14:15:16-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,2.0,1.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,I said perfect at the end,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,<NA>,<NA>,25,<NA>,B,A,D,D,A,D,D,B
lgau2v904v,2024-08-06 14:16:28-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,3.0,1.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,26,<NA>,A,A,D,D,B,D,A,D
wieyal9grr,2024-08-06 14:17:42-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,4.0,2.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,Confederate noted repetitiveness to caregiver 13:00,<NA>,<NA>,27,<NA>,D,A,D,D,A,D,D,B
ceio20vzn7,2024-08-06 14:18:58-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,5.0,2.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,28,<NA>,D,A,D,D,A,D,C,D
nuojvsrak4,2024-08-06 14:20:16-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,6.0,3.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,29,<NA>,D,A,D,D,A,D,D,A
vgsfvs23id,2024-08-06 14:21:23-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,7.0,3.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,30,<NA>,D,A,D,D,A,D,D,A
k81nionvca,2024-08-06 14:22:38-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,8.0,4.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Mentioned phone,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,Confederate checked phone for what to do 18:00,<NA>,<NA>,34,<NA>,D,C,D,D,A,C,A,D
u0e61zeiap,2024-08-06 14:23:49-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,9.0,4.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,35,<NA>,D,A,D,D,A,D,A,D
rxji52j2gp,2024-08-06 14:25:09-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,10.0,5.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,36,<NA>,B,A,D,B,A,D,D,A
tz3akpx8zf,2024-08-06 14:26:14-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,11.0,5.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,nan,<NA>,<NA>,37,<NA>,A,A,D,D,A,C,B,D
ay9xpkvfkq,2024-08-06 14:27:32-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,12.0,6.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,38,<NA>,D,A,D,D,A,D,D,A
dhz81nhvnu,2024-08-06 14:28:58-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,13.0,6.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Joke about drawing,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,Joke about drawing 24:15,<NA>,<NA>,39,<NA>,D,A,D,D,A,C,A,D
v6h0qhxezv,2024-08-06 14:30:17-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,14.0,7.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,40,<NA>,D,A,D,D,A,B,B,A
tfjkg475qi,2024-08-06 14:31:31-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,15.0,7.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,41,<NA>,D,A,D,D,A,D,A,D
nyhoddoted,2024-08-06 14:32:31-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,16.0,8.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,42,<NA>,D,A,D,D,A,D,D,A
qr4b9h5rfk,2024-08-06 14:36:59-04:00,3_IOAxCONF,Case3,0_BL,0_AC,1.0,2.0,0.5,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,<NA>,<NA>,43,<NA>,B,C,D,D,A,D,D,D
305smus3na,2024-08-06 14:41:21-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,18.0,1.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,nan,<NA>,<NA>,48,<NA>,D,A,D,D,A,C,A,D
vx8357a2wu,2024-08-06 14:42:38-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,19.0,1.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,<NA>,<NA>,49,<NA>,D,A,D,D,A,D,D,B
rpef5nl8ky,2024-08-06 14:44:00-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,20.0,2.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,Joke about drawing 39:30,<NA>,<NA>,50,<NA>,D,C,D,D,A,C,A,D
2ahwij0p7v,2024-08-06 14:45:11-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,21.0,2.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,nan,<NA>,<NA>,51,<NA>,B,A,D,D,A,A,A,D
3he8tyx9gc,2024-08-06 14:46:18-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,22.0,3.0,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,<NA>,<NA>,52,<NA>,D,A,D,D,A,D,D,B
w30gin0e3v,2024-08-06 14:50:08-04:00,3_IOAxCONF,Case3,0_BL,0_AC,1.0,3.0,0.5,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,53,<NA>,A,A,D,B,A,D,A,D
xzuoviw1k5,2024-08-06 14:52:05-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,23.0,0.5,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,54,<NA>,D,A,D,D,A,D,D,A
9b4dhcqlci,2024-08-06 14:53:27-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,24.0,1.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Child interrupted briefly 48:30,<NA>,<NA>,55,<NA>,B,A,D,D,A,D,A,D
rzwhywcd4l,2024-08-06 14:54:29-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,25.0,1.5,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,<NA>,<NA>,56,<NA>,B,A,D,B,A,D,D,B
0jiez2d4jx,2024-08-06 14:55:58-04:00,3_IOAxCONF,Case3,0_BL,1_SC,1.0,26.0,2.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Blocks were in bin. Forgot,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,57,<NA>,A,A,D,B,C,D,A,D
irjdgx069j,2024-08-06 14:58:13-04:00,3_IOAxCONF,Case3,0_BL,0_AC,1.0,4.0,0.5,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,nan,<NA>,<NA>,58,<NA>,D,A,D,D,C,D,A,D
tpu1le2y24,2024-08-06 10:11:30-04:00,3_IOAxCONF,Case1,0_BL,0_AC,1.0,1.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Remembered reward after the fact,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,Caregiver asked if she was allowed to give child treat 1:00,<NA>,<NA>,59,<NA>,A,A,D,D,A,D,A,C
4wfnryqwqr,2024-08-06 10:16:49-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,1.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,"Small talk on ""Rob"" versus ""Robert"" 7:00",<NA>,<NA>,60,<NA>,A,A,D,D,A,D,D,A
76b6silt5i,2024-08-06 10:18:11-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,2.0,1.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Prompt to phone down,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,61,<NA>,A,A,D,D,A,D,A,A
zmp0lp9k1f,2024-08-06 10:19:27-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,3.0,1.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,Caregiver asked about whether she does the same thing every time 10:00,<NA>,<NA>,62,<NA>,A,A,C,D,A,C,A,A
fezz3o4qcl,2024-08-06 10:21:08-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,4.0,2.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,I complied when I shouldn't have **Addressed 2024.09.16**,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,63,<NA>,B,A,D,B,A,C,A,A
wfh37yc833,2024-08-06 10:22:56-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,5.0,2.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,Whiteboard had incorrect trial # listed,<NA>,<NA>,64,<NA>,A,A,D,D,A,D,D,A
7o936qd290,2024-08-06 10:25:16-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,6.0,3.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,65,<NA>,A,A,D,A,A,C,A,A
f61mf134s8,2024-08-06 10:35:59-04:00,3_IOAxCONF,Case1,0_BL,0_AC,1.0,2.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Child talked to me,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,66,<NA>,A,A,D,D,C,D,A,A
zqpztu3q7m,2024-08-06 10:39:34-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,7.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,67,<NA>,A,A,C,D,A,D,B,A
nufa2j4q87,2024-08-06 10:41:41-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,8.0,1.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Had to check phone for no comply ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,68,<NA>,A,A,D,D,A,D,D,A
wh09w5y1rs,2024-08-06 10:43:28-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,9.0,1.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Checked phone again,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,69,<NA>,A,A,D,D,A,D,D,A
wn1ygertr5,2024-08-06 10:44:50-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,10.0,2.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,70,<NA>,A,A,D,D,A,C,A,A
ney3hgrhzn,2024-08-06 10:46:34-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,11.0,2.5,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Not sure what the direction was,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,"""Here is your strawberry for listening"" (not sure if that counts as verbal feedback)",<NA>,<NA>,71,<NA>,A,A,D,D,C,C,A,A
grpy4vkmdw,2024-08-06 10:48:31-04:00,3_IOAxCONF,Case1,0_BL,1_SC,1.0,12.0,3.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Joke about behavior,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,72,<NA>,B,A,D,D,A,D,D,A
z08uj7ac1w,2024-08-06 10:53:19-04:00,3_IOAxCONF,Case1,0_BL,0_AC,1.0,3.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,nan,<NA>,<NA>,73,<NA>,A,A,D,D,A,C,A,A
9vaxpkqdjo,2024-08-08 10:07:20-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,1.0,0.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,74,<NA>,A,A,C,D,A,B,A,A
k7g0uooap7,2024-08-08 10:08:21-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,2.0,1.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,nan,<NA>,<NA>,75,<NA>,A,A,D,D,A,B,B,A
o2wdtm4y2g,2024-08-08 10:09:34-04:00,3_IOAxCONF,Case1,2_T2,1_SC,3.0,3.0,1.5,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,nan,<NA>,<NA>,76,<NA>,A,A,D,D,A,D,A,A
